OPEID,INSTNM,CITY,STABBR,ZIP,INSTURL,REGION,LOCALE,ADM_RATE,COSTT4_A
,Northern Pennsylvania Regional College,Warren,PA,16365,https://regionalcollegepa.org/,2,33.0,,
04286600,American Medical Institute Inc.,Houston,TX,77099,https://amiinc.net/online-cna.html,6,11.0,,
04285700,Apex College of Veterinary Technology,Colorado Springs,CO,80903,https://www.apexcvt.edu/,7,11.0,,21850.0
04289800,Meryma'at Barber College,Cleveland,OH,44111,https://www.merymaatbarbercollege.com/,3,11.0,,
04247200,Western Maricopa Education Center,Glendale,AZ,85307,https://west-mec.edu/findyourhappy/,6,41.0,,
04284600,Bais Medrash of Dexter Park,Chestnut Ridge,NY,10977,https://bmdpark.com/,2,21.0,0.75,28586.0
04275400,Makana Esthetics Wellness Academy,Honolulu,HI,96817-5330,https://makanaacademy.edu/,8,11.0,,
04293400,Oak Valley College,Rialto,CA,92377,https://oakvalley.edu/,8,21.0,,19950.0
04290500,Paul Mitchell the School-San Jose,San Jose,CA,95122,https://paulmitchell.edu/sanjose,8,11.0,,
04275300,Zion Massage College,St. George,UT,84770-8819,www.zmc.edu/,7,13.0,,
04280000,Great Lakes Boat Building School,Cedarville,MI,49719-9790,www.glbbs.edu/,3,43.0,,32850.0
04282500,Austin Career Institute,Austin,TX,78757,www.austincareerinstitute.edu/,6,11.0,,
04283800,Professional Culinary Academy,Buffalo,NY,14222-1433,professionalculinaryacademy.com/,2,11.0,,
04284000,Pacific Northwest Christian College,Kennewick,WA,99336-5144,https://www.pnwcc.edu/,8,13.0,,
04284900,Royal Learning Institute,New York,NY,10001,www.rli.edu/,2,11.0,,
04285300,Hollywood Cultural College,Los Angeles,CA,90010,www.hccollege.edu/,8,11.0,,
04285500,Mariano Moreno Culinary Institute,Miami,FL,33145-2627,www.mmci.edu/,5,11.0,,
04287000,Alder Graduate School of Education,Redwood City,CA,94062,https://aldergse.edu/,8,13.0,,
04287100,Webb's Barber School of Arts,Macon,GA,31206-4118,https://webbsbarberschoolofarts.com/,5,12.0,,
04287400,Adrian H. Wallace Barber Academy,Pensacola,FL,32503-2802,https://www.ahwbarberacademy.com/,5,13.0,,
04287800,St. Louis Med Tech,St. Louis,MO,63123-3107,www.stlmedtech.org/,4,21.0,,13810.0
04288100,Total Beauty Institute,Jacksonville,FL,32208-5119,https://totalbeautyinstitute.com/,5,11.0,,
04288900,Pearlands Innovative School of Beauty,Pearland,TX,77584-7891,www.pearlandinnovative.com/,6,21.0,,
04289600,Durant Institute of Hair Design,Durant,OK,74701-3089,https://www.durantinstituteofhairdesign.com/,6,32.0,,
04290700,Premiere Aesthetics Institute,Bend,OR,97703-3230,www.premiereaestheticsinstitute.com/,8,12.0,,
,California Indian Nations College,Palm Desert,CA,92211,https://cincollege.org/,8,13.0,,
04291400,Indian Bible College,Flagstaff,AZ,86004-1919,https://www.indianbible.org/,6,13.0,,16608.0
04291900,Florida Professional Institute,Miami,FL,33155-6752,www.fpi.edu/,5,21.0,,
04293200,The Professional Cosmetology Academy,Laredo,TX,78041-5930,https://www.tpcalaredo.com/,6,11.0,,
04293300,Hackensack Meridian School of Medicine,Nutley,NJ,07110-1912,www.hmsom.org/,2,21.0,,
04173202,Taylor Andrews Academy of Hair Design-Hair Lab Detroit Barber School,Southgate,MI,48195-2615,https://www.hairlabdetroitbarberschool.com/,3,21.0,,
04203101,Paul Mitchell the School-North Tahoe,Truckee,CA,96161-0000,https://paulmitchell.edu/northtahoe,8,32.0,,
04228301,Paul Mitchell the School-Fort Lauderdale,Plantation,FL,33388-0000,https://paulmitchell.edu/fortlauderdale,5,21.0,,
02160902,PCI Academy-Iowa City,Iowa City,IA,52240-6083,https://pci-academy.com/,4,13.0,,
04117604,Larry's Barber College,Chicago,IL,60619-3101,https://www.larrysbarbercollege.com/,3,11.0,,
04284901,Royal Learning Institute,Jackson Heights,NY,11372-6533,https://www.rli.edu/,2,11.0,,17337.0
03065001,Paul Mitchell the School-Provo,Provo,UT,84606-3424,https://paulmitchell.edu/provo,7,12.0,,
03115005,Arizona College of Nursing-Tampa,Tampa,FL,33607,https://www.arizonacollege.edu/,5,11.0,1.0,33089.0
03115006,Arizona College of Nursing-Fort Lauderdale,Fort Lauderdale,FL,33334-3637,https://www.arizonacollege.edu/,5,12.0,1.0,38323.0
03115007,Arizona College of Nursing-Tucson,Tucson,AZ,85711,https://www.arizonacollege.edu/,6,11.0,1.0,33089.0
03115008,Arizona College of Nursing-Phoenix,Phoenix,AZ,85053-4058,https://www.arizonacollege.edu/,6,11.0,0.9753,35566.0
01054216,Empire Beauty School-Newport News,Newport News,VA,23602-6958,https://www.empire.edu/,5,12.0,,
04147401,Tricoci University of Beauty Culture-Normal,Normal,IL,61761-4107,https://www.tricociuniversity.edu/,3,22.0,,
00332900,The Pennsylvania State University,University Park,PA,16802-1503,https://www.psu.edu/,2,13.0,0.9226,34174.0
04206702,Elite Welding Academy,Houston,TX,77087-2904,https://www.eliteweldingacademy.com/,6,11.0,,
02153105,Paul Mitchell the School-Murfreesboro-Nashville,Hendersonville,TN,37075-2541,https://nashville.paulmitchell.edu/,5,21.0,,
00469211,Dorsey College-Woodhaven,Woodhaven,MI,48183-3319,https://www.dorsey.edu/,3,21.0,,35095.0
04295300,Pathways College,Pasadena,CA,91107,https://www.pathwayscollege.edu/,8,12.0,,
02120713,San Joaquin Valley College-Madera,Madera,CA,93637-8724,https://www.sjvc.edu/,8,13.0,,
02120714,San Joaquin Valley College-Delano,Delano,CA,93215-9691,https://www.sjvc.edu/,8,23.0,,
02120716,San Joaquin Valley College-Atascadero,Atascadero,CA,93422-5333,https://www.sjvc.edu/,8,23.0,,
02120718,San Joaquin Valley College-Rancho Mirage,Rancho Mirage,CA,92270-2701,https://www.sjvc.edu/,8,21.0,,
02120719,San Joaquin Valley College-Santa Maria,Santa Maria,CA,93454-6921,https://www.sjvc.edu/,8,12.0,,
03104402,Advantage Technical College-Aguadilla,Aguadilla,PR,00603-0000,https://www.adtecpr.com/,9,13.0,,
02120715,San Joaquin Valley College-Porterville,Porterville,CA,93257-3730,https://www.sjvc.edu/,8,23.0,,
04290800,California University of Science and Medicine,Colton,CA,92324-1603,https://www.cusm.org/,8,21.0,,
04292100,Ruben's Five Star Academy,Lake Wales,FL,33853-4409,https://rubens5staracademy.com/,5,22.0,,
04292800,Mason Anthony School of Cosmetology Arts & Sciences,Hilliard,OH,43026-8252,https://www.masonanthony.com/,3,11.0,,
04259801,California Institute of Arts & Technology-National City,National City,CA,91950-6610,https://www.ciat.edu/,8,21.0,,26286.0
00783908,Triangle Tech-Chambersburg,Chambersburg,PA,17201-7834,https://www.triangle-tech.edu/,2,23.0,,31040.0
02360803,Provo College-Idaho Falls Campus,Idaho Falls,ID,83404-3538,https://www.eaglegatecollege.edu/locations/idaho-falls/,7,13.0,,29383.0
02306831,Miller-Motte College-Chattanooga 2,Chattanooga,TN,37406-1021,https://www.miller-motte.edu/,5,12.0,,
02178504,Eagle Gate College-Boise Campus,Boise,ID,83709-2505,https://www.eaglegatecollege.edu/locations/boise,7,12.0,,27642.0
04206703,Elite Welding Academy South Point,South Point,OH,45680-8849,https://www.eliteweldingacademy.com/,3,22.0,,
04292900,Agape College of Business and Science,Fresno,CA,93721-1827,https://www.acbscollege.org/,8,11.0,,9754.0
,Daybreak University,Anaheim,CA,92806,daybreak.edu/,8,11.0,,
04293800,Motion Picture Institute,Troy,MI,48084,https://www.motionpicture.edu/,3,13.0,0.9286,
04289700,United College of Health and Beauty,Englewood,CO,80113-4634,https://www.unitedcollegeofhealthandbeauty.com/,7,21.0,,
04295500,Zen Shiatsu Chicago,Evanston,IL,60201-4317,www.zenshiatsuchicago.org/,3,13.0,,
04293700,The  Salon Professional Academy of Holland,Holland,MI,49424-7521,www.tspaholland.com/,3,23.0,,
04298600,Turing School of Software & Design,Denver,CO,80202,https://turing.edu/,7,11.0,1.0,
04299100,National Institute for Medical Assistant Advancement (NIMAA),Denver,CO,80204,https://www.nimaa.edu/,7,11.0,0.2989,
04219800,California Northstate University,Elk Grove,CA,95757-3001,www.cnsu.edu/,8,21.0,0.9548,
04282300,Antigua College International,Miami Lakes,FL,33016-1511,www.antigua.edu/,5,21.0,,
04285600,Burlington County Institute of Technology-Adult Education,Westampton,NJ,08060-3826,www.bcit.cc/adulted,2,21.0,,
04290200,Sri Sai Krish Institute,Stanton,CA,90680-3957,www.sskinstitute.org/,8,21.0,,
04291600,Riggins Urban Barber College,San Diego,CA,92114-3618,www.rigginsurbanbarbercollegellc.com/,8,11.0,,
04291700,Hair Arts Institute,Oklahoma City,OK,73134-5076,www.hairartsinstitute.com/,6,11.0,,
04292300,Florida Academy of Nursing,Miramar,FL,33025-7000,www.fan.edu/,5,21.0,0.3088,
04292400,Body Wisdom Massage Therapy School,Urbandale,IA,50322-2903,www.bodywisdomschool.com/,4,21.0,,
04293900,Lakewood University,Cleveland Heights,OH,44112-3044,https://lakewood.edu/,3,21.0,,
04294900,CTK Healthcare & Career Institute,Irving,TX,75062-7861,www.ctkhealthcare.com/,6,11.0,,
04295100,Aesthetics Institute,St. Louis,MO,63123-3107,https://www.aiskin.org/,4,21.0,,
04296700,Sierra Academy of Style,Carson City,NV,89701-6324,sascarsoncity.com/,8,13.0,,
04284200,Jolie Hair Academy,Great Falls,VA,22066-1841,www.joliehairacademy.com/,5,21.0,,
04296000,Institute of Allied Healthcare,San Antonio,TX,78229-4538,https://www.alliedhealthedu.com/,6,11.0,,
04128801,Branford Academy of Hair & Cosmetology-Bridgeport,Bridgeport,CT,06610-3239,https://branfordacademy.com/,1,12.0,,
03969603,United Education Institute-Las Vegas,Las Vegas,NV,89169-3012,https://www.uei.edu/,8,12.0,,
02559320,UEI College-Mesa,Mesa,AZ,85202,https://www.uei.edu/,6,11.0,,
04117605,Larry's Barber College-Joliet,Joliet,IL,60435-7352,https://www.larrysbarbercollege.com/,3,21.0,,
00962113,Herzing University-Tampa,Tampa,FL,33619-1311,https://herzing.edu/,5,21.0,0.963,
03083705,Galen Health Institutes-Miami Campus,Pembroke Pines,FL,33027-6236,https://galencollege.edu/campuses/miami-fl,5,21.0,,
03026523,Remington College-Knoxville,Knoxville,TN,37938-3763,https://www.remingtoncollege.edu/locations/online/,5,21.0,,27799.0
00353700,Abilene Christian University-Undergraduate Online,Addison,TX,75001,https://www.acu.edu/academics/online/undergraduate,6,21.0,1.0,
04296100,Madera Community College,Madera,CA,93638-8321,https://www.maderacollege.edu/,8,41.0,,
02230602,Ogle School Hair Skin Nails-Willowbrook,Houston,TX,77070-5656,https://ogleschool.edu/,6,11.0,,
03083706,Galen Health Institutes-Austin Campus,Austin,TX,78781-2301,https://galencollege.edu/campuses/austin,6,41.0,,
03083707,Galen Health Institutes-Nashville Campus,Nashville,TN,37203-5755,https://galencollege.edu/campuses/nashville,5,11.0,,
02158506,Ohio Business College-Dayton-Driving Academy,Trotwood,OH,45426,https://ohiobusinesscollege.edu/,3,21.0,,
04288000,The Rapha School,Home,PA,15747-9615,https://www.theraphaschool.com/,2,42.0,,
04294200,Academy of Allied Health Careers,Chattanooga,TN,37411-5336,https://www.aahctn.edu/,5,12.0,,
04296200,Mei Barber School,Brownsville,TX,78520-5472,https://www.meibarberschool.com/,6,12.0,,
04297500,Great Northern University,Spokane,WA,99207-2550,https://www.greatnorthernu.org/,8,12.0,1.0,
02612702,Salon Professional Academy-Elevate Salon Institute,Miami Beach,FL,33139-3252,https://www.esimiamibeach.com/,5,13.0,,
03115009,Arizona College of Nursing-Salt Lake City,Murray,UT,84123-2790,https://www.arizonacollege.edu/,7,21.0,1.0,38403.0
03115010,Arizona College-Glendale,Glendale,AZ,85302-3843,https://www.arizonacollege.edu/,6,21.0,,28608.0
02362005,Universal Technical Institute-West Texas,Austin,TX,78753-9742,https://www.uti.edu/,6,11.0,,
01085803,Avalon Institute-Las Vegas,Las Vegas,NV,89102-0046,https://avalon.edu/las-vegas-nv/,8,21.0,,
04210301,Medspa Academies-National Institute of Modern Aesthetics,Las Vegas,NV,89169-6745,https://www.nima.edu/,8,12.0,,
02106607,American Institute-Cherry Hill,Cherry Hill,NJ,08002-4309,https://www.americaninstitute.com/,2,21.0,,
02338516,Glendale Career College-North-West College-Bakersfield,Bakersfield,CA,93304-5075,https://www.success.edu/,8,11.0,,
00104703,Troy University-Phenix City Campus,Phenix City,AL,368694419,www.troy.edu/about-us/phenix-city-campus/index.html,5,,,
00104755,Troy University-Montgomery Campus,Montgomery,AL,361034419,www.troy.edu/about-us/montgomery-campus/index.html,5,,,
00104754,Troy University-Dothan Campus,Dothan,AL,363034419,www.troy.edu/about-us/dothan-campus/index.html,5,,,
00104700,Troy University-Online,Troy,AL,360825327,www.troy.edu/online/,5,,,
00104700,Troy University-Support Sites,Alpharetta,GA,30009,www.troy.edu/about-us/troy-support-centers/,5,,,
00108101,Arizona State University-West,Glendale,AZ,85306,www.asu.edu/,6,,,
00108102,Arizona State University-Polytechnic,Mesa,AZ,85212,www.asu.edu/,6,,,
00108103,Arizona State University-Downtown Phoenix,Phoenix,AZ,85004,www.asu.edu/,6,,,
00108131,Arizona State University - Tucson,Tucson,AZ,857454284,www.asu.edu/,6,,,
00108161,Arizona State University - Lake Havasu,Lake Havasu City,AZ,864036877,www.asu.edu/,6,,,
00108162,Arizona State University - The Gila Valley,Thatcher,AZ,855525545,www.asu.edu/,6,,,
00108163,Arizona State University - Yuma,Yuma,AZ,853656900,www.asu.edu/,6,,,
00108165,Arizona State University - Pinal,Casa Grande,AZ,85122,www.asu.edu/,6,,,
00108166,Arizona State University - Cochise,Sierra Vista,AZ,856352317,www.asu.edu/,6,,,
00108168,Arizona State University - Yavapai,Prescott Valley,AZ,863142252,www.asu.edu/,6,,,
00108169,Arizona State University - Pima,Tucson,AZ,857090001,www.asu.edu/,6,,,
00108172,Arizona State University - Washington D.C.,Washington,DC,200065407,www.asu.edu/,2,,,
03023401,Arkansas College of Barbering and Hair Design,Little Rock,AR,722054949,www.acbhd.edu/,5,,,
00109702,Harding School of Theology,Memphis,TN,381175499,hst.edu/,5,,,
02341702,Career Academy of Hair Design-Siloam Springs,Siloam Springs,AR,72761-4217,www.beautynwa.com/,5,,,
02341701,Career Academy of Hair Design-Rogers,Rogers,AR,72756-2102,www.beautynwa.com/,5,,,
02341703,Career Academy of Hair Design-Fayetteville,Fayetteville,AR,72701-4217,www.beautynwa.com/,5,,,
02341704,Career Academy of Hair Design - Fort Smith,Fort Smith,AR,72901-7814,www.beautynwa.com/,5,,,
00573201,University of Arkansas Community College at Hope - Texarkana,Texarkana,AR,718541467,www.uaht.edu/,5,,,
01111707,Alliant International University-Fresno,Fresno,CA,93727,https://www.alliant.edu/,8,,,
01111705,Alliant International University-Los Angeles,Alhambra,CA,91803,https://www.alliant.edu/,8,,,
01111706,Alliant International University-San Francisco,Emeryville,CA,94608,https://www.alliant.edu/,8,,,
01111704,Alliant International University-Irvine,Irvine,CA,92606,https://www.alliant.edu/,8,,,
01111710,Alliant International University-Sacramento,Sacramento,CA,95833,https://www.alliant.edu/,8,,,
02110205,Flashpoint Chicago A Campus of Columbia College Hollywood,Chicago,IL,606022716,https://flashpoint.columbiacollege.edu/,3,,,
03131301,San Jose Campus,San Jose,CA,95131,www.fivebranches.edu/,8,,,
00120522,Golden Gate University-Seattle,Seattle,WA,981012218,www.ggu.edu/,8,,,
00120504,Golden Gate University-Silicon Valley,Santa Clara,CA,950542218,www.ggu.edu/,8,,,
00121203,Humphreys College-Modesto,Salida,CA,95368,www.humphreys.edu/,8,,,
02255401,TONI&GUY Hairdressing Academy - Costa Mesa,Costa Mesa,CA,92626,www.toniguy.edu/,8,,,
02539501,IDEA at ATEP,Tustin,CA,927820223,https://atep.ivc.edu/,8,,,
02270602,Life Pacific University-Virginia,Christiansburg,VA,24073,https://virginia.lifepacific.edu/,5,,,
00123901,MiraCosta College - San Elijo Campus,Cardiff,CA,920071516,https://miracosta.edu/,8,,,
00124301,Mount Saint Mary's University - Doheny Campus,Los Angeles,CA,90007,www.msmu.edu/,8,,,
00115101,San Diego State University-Imperial Valley Campus,Calexico,CA,92231,imperialvalley.sdsu.edu/,8,,,
00128001,San Joaquin General Hospital School of Radiation Technology,French Camp,CA,95231,www.deltacollege.edu/,8,,,
00132604,Jesuit School of Theology of Santa Clara University,Berkeley,CA,94709,www.scu.edu/jst,8,,,
02358001,Thomas Aquinas College - New England,Northfield,MA,013601034,https://thomasaquinas.edu/,1,,,
00133501,Victor Valley Community College - Aviation Technology,Victorville,CA,923947929,www.vvc.edu/academic/aviation-tech/,8,,,
00884601,Wright Institute (The) -,Berkeley,CA,947102254,wi.edu/,8,,,
01014802,Colorado Technical University-Denver South,Aurora,CO,80014,www.coloradotech.edu/Denver,7,,,
00135201,Denver Seminary - Washington DC,Landover,MD,207852414,www.denverseminary.edu/dc/,2,,,
00136201,Otero College - La Junta High School,La Junta,CO,810503346,https://www.otero.edu/,7,,,
00976504,Three Rivers Community College - Corrigan-Radgowski Correctional Center,Uncasville,CT,063820638,https://www.threerivers.edu/,1,,,
00976505,Three Rivers Community College - York Correctional Institution,Niantic,CT,063571904,https://www.threerivers.edu/,1,,,
01077910,Porter and Chester Institute of Rocky Hill,Rocky Hill,CT,060671400,www.porterchester.edu/,1,,,
01077903,Porter and Chester Institute of Enfield,Enfield,CT,060821400,www.porterchester.edu/,1,,,
01077902,Porter and Chester Institute of Waterbury,Waterbury,CT,06705,www.porterchester.edu/,1,,,
01077906,Porter and Chester Institute of Worcester,Worcester,MA,01606,www.porterchester.edu/,1,,,
01077917,Porter and Chester Institute - New London,New London,CT,063205548,porterchester.edu/,1,,,
01077918,Porter and Chester Institute - Brockton,Brockton,MA,023014928,https://www.porterchester.edu/,1,,,
01077907,Porter and Chester Institute - Chicopee,Chicopee,MA,010221153,https://www.porterchester.edu/,1,,,
01172702,Delaware Technical Community College-Owens,Georgetown,DE,19947,https://www.dtcc.edu/our-campuses/georgetown,2,,,
01172703,Delaware Technical Community College-Stanton/Wilmington,Wilmington,DE,19801,https://www.dtcc.edu/our-campuses/wilmington,2,,,
00146601,Barry University Law School,Orlando,FL,328073673,www.barry.edu/law/,5,,,
02151901,Keiser University-Melbourne,Melbourne,FL,32901,www.keiseruniversity.edu/melbourne/,5,,,
02151902,Keiser University-Tallahassee,Tallahassee,FL,32309,www.keiseruniversity.edu/tallahassee/,5,,,
02151904,Keiser University-Daytona,Daytona Beach,FL,32114,www.keiseruniversity.edu/daytona-beach/,5,,,
02151906,Keiser University-Lakeland,Lakeland,FL,33805,www.keiseruniversity.edu/lakeland/,5,,,
02151908,Keiser University- Miami,Miami,FL,33172,www.keiseruniversity.edu/miami/,5,,,
02151909,Keiser University-Orlando,Orlando,FL,32807,www.keiseruniversity.edu/orlando/,5,,,
02151903,Keiser University-Sarasota,Sarasota,FL,34240,www.keiseruniversity.edu/sarasota/,5,,,
02151910,Keiser University-Jacksonville,Jacksonville,FL,32216,www.keiseruniversity.edu/jacksonville/,5,,,
02151914,Keiser University-Tampa,Tampa,FL,33634,www.keiseruniversity.edu/tampa/,5,,,
02151913,Keiser University-Pembroke Pines,Pembroke Pines,FL,33027,www.keiseruniversity.edu/pembroke-pines/,5,,,
02151911,Keiser University-Port St Lucie,Port St Lucie,FL,34987,www.keiseruniversity.edu/port-st-lucie/,5,,,
02151912,Keiser University-West Palm Beach,West Palm Beach,FL,33411,www.keiseruniversity.edu/west-palm-beach/,5,,,
02151917,Keiser University-Ft Myers,Ft Myers,FL,339050000,www.keiseruniversity.edu/fort-myers/,5,,,
02151920,Keiser University -  Clearwater,Clearwater,FL,337640000,www.keiseruniversity.edu/clearwater/,5,,,
02151921,Keiser University - New Port Richey,New Port Richey,FL,346520000,www.keiseruniversity.edu/new-port-richey/,5,,,
02151922,Keiser University - Residential (Flagship),West Palm Beach,FL,334090000,www.keiseruniversity.edu/residential/,5,,,
00560801,Maynard A. Traviss Technical College - Central Florida Aerospace Academy,Lakeland,FL,338111249,www.traviss.edu/,5,,,
02524201,Miami Lakes Educational Center and Technical College -,Miami Lakes,FL,330146720,,5,,,
00869411,Rasmussen University-Central Pasco,Odessa,FL,33556,https://www.rasmussen.edu/,5,,,
00869413,Rasmussen University-Fort Myers,Fort Myers,FL,339057805,https://www.rasmussen.edu/,5,,,
00869420,Rasmussen University-Tampa/Brandon,Brandon,FL,33511,https://www.rasmussen.edu/,5,,,
00869425,Rasmussen University - Orlando,Altamonte Springs,FL,327143339,https://www.rasmussen.edu/,5,,,
01099701,East Georgia State College - Statesboro,Statesboro,GA,30460,https://www.ega.edu/search/index.html?q=East+Georgia+State+College+Statesboro,5,,,
01099702,East Georgia State College - Augusta,Augusta,GA,309124562,https://www.ega.edu/admissions/visit/virtual-tour/egsc-augusta.html,5,,,
00172725,Moody Theological Seminary and Graduate School--Michigan,Plymouth,MI,481704308,https://www.moody.edu/grad/michigan/,3,,,
00172732,Moody Bible Institute - Spokane,Spokane,WA,992121451,https://www.moody.edu/undergrad/aviation/,8,,,
00177302,Triton College - Intl Union of Operating Engr Local 399 Trning Fac.,Chicago,IL,606161823,www.triton.edu/,3,,,
02241701,PJ's College of Cosmetology- Brownsburg,Brownsburg,IN,461121462,https://www.gotopjs.com/,3,,,
02241703,PJ's College of Cosmetology- Jeffersonville,Jeffersonville,IN,471306290,https://www.gotopjs.com/,3,,,
00991707,Ivy Tech Community College-South Bend/Elkhart,South Bend,IN,466013415,www.ivytech.edu/southbendelkhart/index.html,3,,,
00991736,Ivy Tech Community College-Columbus,Columbus,IN,472031868,www.ivytech.edu/columbus/,3,,,
00991713,Ivy Tech Community College-Muncie,Muncie,IN,473029448,www.ivytech.edu/muncie/,3,,,
00991735,Ivy Tech Community College-Kokomo,Kokomo,IN,469011373,www.ivytech.edu/kokomo/,3,,,
00991715,Ivy Tech Community College-Lafayette,Lafayette,IN,479051373,www.ivytech.edu/lafayette/,3,,,
00991720,Ivy Tech Community College-Fort Wayne,Fort Wayne,IN,468051489,www.ivytech.edu/fortwayne/,3,,,
00991745,Ivy Tech Community College-Sellersburg,Sellersburg,IN,471721897,www.ivytech.edu/sellersburg/,3,,,
00991747,Ivy Tech Community College-Evansville,Evansville,IN,477103398,www.ivytech.edu/evansville/,3,,,
00991744,Ivy Tech Community College-Terre Haute,Terre Haute,IN,478024898,www.ivytech.edu/terrehaute/index.html,3,,,
00991725,Ivy Tech Community College-Richmond,Richmond,IN,473741298,www.ivytech.edu/richmond/,3,,,
00991731,Ivy Tech Community College-Lake County,East Chicago,IN,46312,www.ivytech.edu/northwest/,3,,,
00991752,Ivy Tech Community College-Madison,Madison,IN,472501881,www.ivytech.edu/madison/,3,,,
00991750,Ivy Tech Community College-Bloomington,Bloomington,IN,474049272,www.ivytech.edu/bloomington/,3,,,
00991700,Ivy Tech Community College-Indianapolis,Indianapolis,IN,462089272,www.ivytech.edu/indianapolis/,3,,,
00184001,University of Notre Dame -,Chicago,IL,606042535,www.nd.edu/,3,,,
00186601,Graceland University - Independence,Independence,MO,640503434,www.graceland.edu/,4,,,
00190302,Baker University School of Nursing,Topeka,KS,666041353,www.bakeru.edu/,4,,,
00191008,Coffeyville Technical Campus,Coffeyville,KS,673377501,www.coffeyville.edu/,4,,,
00191007,Columbus Technical Campus,Columbus,KS,667255064,www.coffeyville.edu/,4,,,
02134802,Old Town Barber College - KC,Kansas City,MO,641361187,www.otbcollege.com/,4,,,
02337201,PJ's College of Cosmetology- Greenfield,Greenfield,IN,461403120,www.gotopjs.com/,3,,,
02337205,PJ's College of Cosmetology- Muncie,Muncie,IN,473043120,www.gotopjs.com/,3,,,
02337203,PJ's College of Cosmetology- Indianapolis,Indianapolis,IN,462033120,www.gotopjs.com/,3,,,
02337207,PJ's College of Cosmetology- Plainfield,Plainfield,IN,461683120,www.gotopjs.com/,3,,,
02337208,PJ's College of Cosmetology- Louisville,Louisville,KY,402333120,https://www.gotopjs.com/,5,,,
00202401,Southeastern Louisiana University - EBR Parish School System Prof Dev,Baton Rouge,LA,708145322,www.southeastern.edu/,5,,,
00202403,Southeastern Louisiana University - St Amant High School,St Amant,LA,707743413,www.southeastern.edu/,5,,,
00202406,Southeastern Louisiana University - Destrahan High School,Destrehan,LA,700474002,www.southeastern.edu/,5,,,
00202407,Southeastern Louisiana University - Albert Cammon Middle School,St. Rose,LA,700873616,www.southeastern.edu/,5,,,
00205306,University of Maine - Machias,Machias,ME,046541397,https://machias.edu/,1,,,
00945903,Empire Beauty School-Bangor,Bangor,ME,04401,www.empire.edu/,1,,,
00830801,Cecil College - Elkton Station,Elkton,MD,21921-5535,https://www.cecil.edu/,2,,,
02595701,Hillsdale Beauty College,Hillsdale,MI,492420000,https://www.hillsdalebeautycollege.com/,3,,,
00467305,Baker College of Auburn Hills,Auburn Hills,MI,483269600,www.baker.edu/,3,,,
00467301,Baker College of Cadillac,Cadillac,MI,49601-9600,www.baker.edu/,3,,,
00467309,Baker College of Jackson,Jackson,MI,49202-1290,www.baker.edu/,3,,,
00467303,Baker College of Muskegon,Muskegon,MI,49442-1290,www.baker.edu/,3,,,
00224101,Calvin University - Handlon Campus,Ionia,MI,488469571,https://calvin.edu/prison-initiative/index.html,3,,,
00224931,Davenport University-Warren Location,Warren,MI,480925209,www.davenport.edu/,3,,,
00224902,Davenport University-Kalamazoo Location,Kalamazoo,MI,490034070,www.davenport.edu/,3,,,
00224901,Davenport University-Lansing Location,Lansing,MI,489332197,www.davenport.edu/,3,,,
00224942,Davenport University-Midland Location,Midland,MI,486423799,www.davenport.edu/,3,,,
00224907,Davenport University-Holland Location,Holland,MI,494239121,www.davenport.edu/,3,,,
00224914,Davenport University-Traverse City Location,Traverse City,MI,496849121,www.davenport.edu/,3,,,
00224949,Davenport University - Wayne CCCD,Belleville,MI,481111404,www.davenport.edu/,3,,,
00224952,Davenport University - Detroit,Detroit,MI,482023046,www.davenport.edu/,3,,,
00233201,Anoka-Ramsey Community College-Cambridge Campus,Cambridge,MN,550085704,www.anokaramsey.edu/,4,,,
00233919,Central Lakes College-Staples Campus,Staples,MN,564793252,www.clcmn.edu/,4,,,
00554107,M State - Detroit Lakes Campus,Detroit Lakes,MN,565012698,www.minnesota.edu/,4,,,
00554105,M State - Moorhead Campus,Moorhead,MN,565604899,www.minnesota.edu/,4,,,
00554106,M State - Wadena Campus,Wadena,MN,564820566,www.minnesota.edu/,4,,,
00553701,South Central College-Faribault,Faribault,MN,550215782,southcentral.edu/,4,,,
01173208,Mayo Clinic College of Medicine and Science - Florida,Jacksonville,FL,32224,https://college.mayo.edu/,5,,,
01173209,Mayo Clinic College of Medicine and Science - Arizona,Scottsdale,AZ,85259,https://college.mayo.edu/,6,,,
00400901,Mesabi Range College,Eveleth,MN,55734,https://www.mesabirange.edu/,4,,,
00238505,Northland Community and Technical College - East Grand Forks,East Grand Forks,MN,56721,www.northlandcollege.edu/,4,,,
00869407,Rasmussen University-Bloomington,Bloomington,MN,554355444,https://www.rasmussen.edu/,4,,,
00869406,Rasmussen University-Eagan,Eagan,MN,551221346,https://www.rasmussen.edu/,4,,,
00869409,Rasmussen University-Mankato,Mankato,MN,560015476,https://www.rasmussen.edu/,4,,,
00869401,Rasmussen University-Brooklyn Park,Brooklyn Park,MN,554458658,https://www.rasmussen.edu/,4,,,
00869412,Rasmussen University-Lake Elmo/Woodbury,Lake Elmo,MN,550428624,https://www.rasmussen.edu/,4,,,
00869417,Rasmussen University-Blaine,Blaine,MN,550148624,https://www.rasmussen.edu/,4,,,
00239301,Minnesota State CollegeSoutheast-Red Wing Campus,Red Wing,MN,55066,www.southeastmn.edu/,4,,,
00240202,Copiah-Lincoln Community College Simpson County Center,Mendenhall,MS,39114,https://www.colin.edu/,5,,,
